//アイテム番号	// ※0番にはアイテムを設定しないで下さい。																																																		
// <武器>	名前	効果説明文	アイテム説明文	強化Lv	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
// <防具>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <腕>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <アクセサリ>	名前	効果説明文	アイテム説明文	効果ｶﾃｺﾞﾘ(0以外で有効。同じｶﾃｺﾞﾘ値のものは重複装備できない)	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <素材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	経験値	特性値	カテゴリ１	カテゴリ２	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <衣装>	名前	サブ説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	同時装備判別用番号																																						
// <料理>	名前	効果説明文	アイテム説明文	効果時間	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
239	Pirate Coat	DEF+96/HP+100, Evade +10% (M)	A pirate's coat that can$nwithstand inclement weather.	4000	EQ_MAM_ARMOR	63	12	3	1	1	0	1	it_getsp1	0	96	ZOKU_ABILITY_HPUP	10	ZOKU_ABILITY_AVOID	10	0	0	0	0	0	0	0	0																								
240	Oracle Robe	DEF+92/HP+150, Evade +10% (F)	A robe cursed by$nmalignant spirits.	4000	EQ_FAM_ARMOR	64	13	3	1	1	0	1	it_getsp1	0	92	ZOKU_ABILITY_HPUP	15	ZOKU_ABILITY_AVOID	10	0	0	0	0	0	0	0	0																								
241	Astral Garb	DEF+185/HP+250, Evade +15% (M)	Shines as bright as the star$nthat grants your heart's desire.	15000	EQ_MAM_ARMOR	65	14	4	1	1	0	1	it_getsp1	0	185	ZOKU_ABILITY_HPUP	25	ZOKU_ABILITY_AVOID	15	0	0	0	0	0	0	0	0																								
242	Cosmic Dress	DEF+180/HP+400, Evade +15% (F)	Glitters brilliantly like$na starry night sky.	15000	EQ_FAM_ARMOR	66	15	4	1	1	0	1	it_getsp1	0	180	ZOKU_ABILITY_HPUP	40	ZOKU_ABILITY_AVOID	15	0	0	0	0	0	0	0	0																								
243	Leather Armor	DEF+13	Comfortable armor made$nfrom tanned leather.	10	EQ_AM_ARMOR	67	0	1	0	1	0	1	it_getsp1	0	13	0	0	0	0	0	0	0	0	0	0	0	0																								
244	Dark Jacket	DEF+52	An onyx jacket meant for$nnighttime camouflage.	10	EQ_AM_ARMOR	68	1	2	0	1	0	1	it_getsp1	0	52	0	0	0	0	0	0	0	0	0	0	0	0																								
245	Beastly Guard	DEF+112	Made from beast hides.$nSurprisingly durable.	10	EQ_AM_ARMOR	69	2	3	0	1	0	1	it_getsp1	0	112	0	0	0	0	0	0	0	0	0	0	0	0																								
246	Medium's Cloth	DEF+155	Traditional Eternian woven attire.	10	EQ_AM_ARMOR	70	3	3	1	0	0	1	it_getsp1	0	155	0	0	0	0	0	0	0	0	0	0	0	0																								
247	----防具系----			0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
248	Torn Jacket	DEF+16	Provides some protection,$ndespite its tattered appearance.	10	EQ_AM_ARMOR	71	0	0	0	0	0	0	it_getsp1	0	16	0	0	0	0	0	0	0	0	0	0	0	0																								
249	----防具系----			0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
250	----防具系----			0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
// <腕>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
251	Leather Gloves	DEF+15/HP+100	Useful non-slip gloves$nmade from thick leather.	0	EQ_ARM_BRACELET	72	1	1	0	1	0	1	it_getsp1	0	15	ZOKU_ABILITY_HPUP	10	0	0	0	0	0	0	0	0	0	0																								
252	Needle Wristband	DEF+17, Adds Poison	Wristband lined with poisonous$nneedles. Adds Poison.	0	EQ_ARM_BRACELET	73	4	1	0	1	0	1	it_getsp1	0	17	ZOKU_ABILITY_POISON	10	0	0	0	0	0	0	0	0	0	0																								
253	Iron Shield	DEF+25	A solid heavy shield that provides$na stalwart defense.	0	EQ_ARM_BRACELET	74	8	2	0	1	0	1	it_getsp1	0	25	0	0	0	0	0	0	0	0	0	0	0	0																								
254	Stone Gloves	DEF+13, Adds Paralysis	The knuckles of these gloves are lined$nwith polished stones. Adds Paralysis.	0	EQ_ARM_BRACELET	75	11	2	0	1	0	1	it_getsp1	0	13	ZOKU_ABILITY_PARALYZE	10	0	0	0	0	0	0	0	0	0	0																								
255	Gauntlets	DEF+16, Break Rate ↑	Durable iron gloves.$nIncreases enemy Break rate.	0	EQ_ARM_BRACELET	76	14	2	0	1	0	1	it_getsp1	0	16	ZOKU_ABILITY_WEAKDMG	10	0	0	0	0	0	0	0	0	0	0																								
256	Power Wrist	DEF+8/STR+10, Critical +5%	Constricts the wearer's wrist$nto improve their strength.	0	EQ_ARM_BRACELET	77	17	3	0	1	0	1	it_getsp1	10	8	ZOKU_ABILITY_CRITICAL	5	0	0	0	0	0	0	0	0	0	0																								
257	Red Gloves	DEF+11, Adds Burn	Warm toasty gloves.$nAdds Burn.	0	EQ_ARM_BRACELET	78	20	3	0	1	0	1	it_getsp1	0	11	ZOKU_ABILITY_FLAME	10	0	0	0	0	0	0	0	0	0	0																								
258	Dark Gloves	DEF+14, Adds Darkness	Gloves that are invisible$nat night. Adds Darkness.	0	EQ_ARM_BRACELET	79	23	1	1	1	0	1	it_getsp1	0	14	ZOKU_ABILITY_DARK	10	0	0	0	0	0	0	0	0	0	0																								
259	Bandit Gloves	DEF+18, Obtained Items ↑	Increases amount of$ndropped/harvested items.	0	EQ_ARM_BRACELET	80	26	1	1	1	0	1	it_getsp1	0	18	ZOKU_ABILITY_DROPUP	20	0	0	0	0	0	0	0	0	0	0																								
260	Blue Gloves	DEF+10, Adds Freeze	Frosty cold gloves. Adds Freeze.	0	EQ_ARM_BRACELET	81	29	1	1	1	0	1	it_getsp1	0	10	ZOKU_ABILITY_FREEZE	10	0	0	0	0	0	0	0	0	0	0																								
261	Wood Shield	DEF+16	Made with oak.$nLight and easy to carry.	0	EQ_ARM_BRACELET	82	7	2	0	1	0	1	it_getsp1	0	16	0	0	0	0	0	0	0	0	0	0	0	0																								
262	Bravery Bracelet	DEF+50/STR+75, Blinded	Fills the wearer with a strong desire to rush$nblindly into battle. Also, it blinds them.	0	EQ_ARM_BRACELET	358	35	3	1	1	0	1	it_getsp1	75	50	ZOKU_DARK	-1	0	0	0	0	0	0	0	0	0	0																								
263	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
264	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
265	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
266	Soft Gloves	DEF+30/HP+300	A useful glove made with$nflexible and sturdy leather.	0	EQ_ARM_BRACELET	83	2	3	0	1	0	1	it_getsp1	0	30	ZOKU_ABILITY_HPUP	30	0	0	0	0	0	0	0	0	0	0																								
267	Prickly Band	DEF+33, Adds Poison	Wristband embedded with poisonous thorns.$nAdds Poison.	0	EQ_ARM_BRACELET	84	5	3	0	1	0	1	it_getsp1	0	33	ZOKU_ABILITY_POISON	25	0	0	0	0	0	0	0	0	0	0																								
268	Tectite Shield	DEF+40	A heavy shield made with$ntectite materials.	0	EQ_ARM_BRACELET	85	9	4	0	1	0	1	it_getsp1	0	40	0	0	0	0	0	0	0	0	0	0	0	0																								
269	Bolt Bracelet	DEF+28, Adds Paralysis	A bracelet crackling with$nlightning. Adds Paralysis.	0	EQ_ARM_BRACELET	86	12	4	0	1	0	1	it_getsp1	0	28	ZOKU_ABILITY_PARALYZE	25	0	0	0	0	0	0	0	0	0	0																								
270	Heavy Gauntlets	DEF+32, Break Rate ↑	Large metal gauntlets that$nincrease enemy Break rate.	0	EQ_ARM_BRACELET	87	15	4	0	1	0	1	it_getsp1	0	32	ZOKU_ABILITY_WEAKDMG	25	0	0	0	0	0	0	0	0	0	0																								
271	Warrior Wrist	DEF+22/STR+20, Critical +15%	Summons the strength of$na seasoned warrior.	0	EQ_ARM_BRACELET	88	18	4	0	1	0	1	it_getsp1	20	22	ZOKU_ABILITY_CRITICAL	15	0	0	0	0	0	0	0	0	0	0																								
272	Crimson Bracelet	DEF+27, Adds Burn	A red magical stone is set$nin it. Adds Burn.	0	EQ_ARM_BRACELET	89	21	4	0	1	0	1	it_getsp1	0	27	ZOKU_ABILITY_FLAME	25	0	0	0	0	0	0	0	0	0	0																								
273	Black Bracelet	DEF+29, Adds Darkness	A black magical stone is set$nin it. Adds Darkness.	0	EQ_ARM_BRACELET	90	24	2	1	1	0	1	it_getsp1	0	29	ZOKU_ABILITY_DARK	25	0	0	0	0	0	0	0	0	0	0																								
274	Bandit Bracelet	DEF+34, Obtained Items ↑↑	Moderately increases amount$nof dropped/harvested items.	0	EQ_ARM_BRACELET	91	27	2	1	1	0	1	it_getsp1	0	34	ZOKU_ABILITY_DROPUP	60	0	0	0	0	0	0	0	0	0	0																								
275	Blue Bracelet	DEF+24, Adds Freeze	A blue magical stone is set$nin it. Adds Freeze.	0	EQ_ARM_BRACELET	92	30	3	1	1	0	1	it_getsp1	0	24	ZOKU_ABILITY_FREEZE	25	0	0	0	0	0	0	0	0	0	0																								
276	Barbaric Bracelet	DEF+26, Adds Random Effect	Adds a random status effect$nwhen attacking.	0	EQ_ARM_BRACELET	93	33	3	1	1	0	1	it_getsp1	0	26	ZOKU_ABILITY_RANDOM	15	0	0	0	0	0	0	0	0	0	0																								
277	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
278	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
279	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
280	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
281	Rough Gloves	DEF+50/HP+500	Comfortable gloves made$nfrom Primordial hide.	0	EQ_ARM_BRACELET	94	3	4	0	1	0	1	it_getsp1	0	50	ZOKU_ABILITY_HPUP	50	0	0	0	0	0	0	0	0	0	0																								
282	Thorny Wristband	DEF+55, Adds Poison	Wristband lined with deadly thorns.$nAdds Poison.	0	EQ_ARM_BRACELET	95	6	4	0	1	0	1	it_getsp1	0	54	ZOKU_ABILITY_POISON	40	0	0	0	0	0	0	0	0	0	0																								
283	Essence Shield	DEF+65	A shield made of crystallized Essence.$nAs durable as a Primordial's hide.	0	EQ_ARM_BRACELET	96	10	4	1	1	0	1	it_getsp1	0	65	0	0	0	0	0	0	0	0	0	0	0	0																								
284	Thunder Gauntlets	DEF+48, Adds Paralysis	Pulses with bolts of lightning.$nAdds Paralysis.	0	EQ_ARM_BRACELET	97	13	4	1	1	0	1	it_getsp1	0	48	ZOKU_ABILITY_PARALYZE	40	0	0	0	0	0	0	0	0	0	0																								
285	Master Gauntlets	DEF+53, Break Rate ↑	For heroes only.$nIncreases enemy Break rate.	0	EQ_ARM_BRACELET	98	16	4	1	1	0	1	it_getsp1	0	53	ZOKU_ABILITY_WEAKDMG	40	0	0	0	0	0	0	0	0	0	0																								
286	Battle Armlet	DEF+39/STR+30, Critical +25%	Increases battle morale by turning$nthe wearer into a fierce war demon.	0	EQ_ARM_BRACELET	99	19	4	1	1	0	1	it_getsp1	30	39	ZOKU_ABILITY_CRITICAL	25	0	0	0	0	0	0	0	0	0	0																								
287	Hellfire Gauntlets	DEF+46, Adds Burn	Gauntlets containing intense flames.$nAdds Burn.	0	EQ_ARM_BRACELET	100	22	4	1	1	0	1	it_getsp1	0	46	ZOKU_ABILITY_FLAME	40	0	0	0	0	0	0	0	0	0	0																								
288	Abyssal Gauntlets	DEF+49, Adds Darkness	Gauntlets containing eternal darkness.$nAdds Darkness.	0	EQ_ARM_BRACELET	101	25	4	1	1	0	1	it_getsp1	0	49	ZOKU_ABILITY_DARK	40	0	0	0	0	0	0	0	0	0	0																								
289	Bandit Gauntlets	DEF+54, Obtained Items ↑↑↑	Greatly increases quantity$nof dropped/harvested items.	0	EQ_ARM_BRACELET	102	28	4	1	1	0	1	it_getsp1	0	54	ZOKU_ABILITY_DROPUP	100	0	0	0	0	0	0	0	0	0	0																								
290	Blizzard Gauntlets	DEF+42, Adds Freeze	Gauntlets containing frigid air.$nAdds Freeze.	0	EQ_ARM_BRACELET	103	31	4	1	1	0	1	it_getsp1	0	42	ZOKU_ABILITY_FREEZE	40	0	0	0	0	0	0	0	0	0	0																								
291	Chaos Hand	DEF+44, Adds Random Effect	Gauntlets containing chaotic anarchy.$nAdds random status effect when attacking.	0	EQ_ARM_BRACELET	104	34	4	1	1	0	1	it_getsp1	0	44	ZOKU_ABILITY_RANDOM	30	0	0	0	0	0	0	0	0	0	0																								
292	Savage Wristband	DEF+75/STR+50/HP+300/Poisoned	Increases stats, but inflicts$nthe wearer with Poison.	0	EQ_ARM_BRACELET	105	37	5	1	1	0	1	it_getsp1	50	75	ZOKU_ABILITY_HPUP	30	ZOKU_POISON	-1	0	0	0	0	0	0	0	0																								
293	Eternal Gauntlets	DEF+100/HP+1000, Crit Rate +15%	Ancient gauntlets, discarded by a god, that$ncan commune with the laws of the world.	0	EQ_ARM_BRACELET	359	45	5	1	1	0	1	it_getsp1	0	100	ZOKU_ABILITY_CRITICAL	15	ZOKU_ABILITY_HPUP	100	0	0	0	0	0	0	0	0																								
294	---		---	0	0	0	0	0	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
295	Light Arm Guard	DEF+50	Gauntlets that protect the wrist, and$nemphasize defense and mobility.	0	EQ_ARM_BRACELET	360	40	2	0	0	0	0	it_getsp1	0	50	0	0	0	0	0	0	0	0	0	0	0	0																								
296	Needle Gauntlets	DEF+30/STR+10, Adds Poison	Gauntlets embedded with the venomous$nbarbs of a Saurian. Adds Poison.	0	EQ_ARM_BRACELET	361	41	2	0	0	0	0	it_getsp1	10	30	ZOKU_ABILITY_POISON	20	0	0	0	0	0	0	0	0	0	0																								
297	Rai-Koo Gauntlets	DEF+35/STR+10, Adds Paralysis	Gauntlets coated with electrified fur.$nAdds Paralysis.	0	EQ_ARM_BRACELET	362	42	3	0	0	0	0	it_getsp1	10	35	ZOKU_ABILITY_PARALYZE	10	0	0	0	0	0	0	0	0	0	0																								
298	Impact Gauntlets	DEF+37/STR+15, Crit Rate +20%	Extremely heavy gauntlets capable$nof inflicting great damage.	0	EQ_ARM_BRACELET	363	43	3	1	0	0	0	it_getsp1	15	37	ZOKU_ABILITY_CRITICAL	20	0	0	0	0	0	0	0	0	0	0																								
299	Luminous Gauntlets	DEF+40/STR+20, Second Wind	Gauntlets worn by the Light King.$nSurvive death with 1 HP once.	0	EQ_ARM_BRACELET	364	44	4	1	0	0	0	it_getsp1	20	40	ZOKU_ABILITY_ENDUREHP1	100	0	0	0	0	0	0	0	0	0	0																								
// <素材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	経験値	特性値	カテゴリ１	カテゴリ２	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
300	Light Bone	Beast Material (Rank 1)	A light, skinny beast bone.$nSimple to process.	0	ITEM_TYPE_MATERIAL_BONE	158	0	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
301	Sturdy Bone	Beast Material (Rank 2)	A flexible, solid, and durable$nbeast bone.	0	ITEM_TYPE_MATERIAL_BONE	159	1	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
302	Beast Bone	Beast Material (Rank 3)	A vicious and aggressive$nbeast bone.	0	ITEM_TYPE_MATERIAL_BONE	160	2	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
303	Ancient Bone	Beast Material (Rank 4)	A dense, durable bone$nfrom a bygone era.	0	ITEM_TYPE_MATERIAL_BONE	161	3	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
304	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
305	Thin Hide	Beast Material (Rank 1)	Flexible thin beast hide.$nQuite durable.	0	ITEM_TYPE_MATERIAL_LEATHER	162	4	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
306	Thick Hide	Beast Material (Rank 2)	Hide so thick that most$nimplements cannot pierce it.	0	ITEM_TYPE_MATERIAL_LEATHER	163	5	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
307	Beast Hide	Beast Material (Rank 3)	Tough hide that is as durable$nas a rock-hard carapace.	0	ITEM_TYPE_MATERIAL_LEATHER	164	6	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
308	Ancient Hide	Beast Material (Rank 4)	Rough yet supple Primordial$nhide.	0	ITEM_TYPE_MATERIAL_LEATHER	165	7	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
309	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
310	Murky Mucus	Beast Material (Rank 1)	This mucus is rife with bacteria.$nSterilize it with fire before use.	0	ITEM_TYPE_MATERIAL_LIQUID	166	10	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
311	Sterile Mucus	Beast Material (Rank 2)	Clean and clear mucus with$nvery few contaminants.	0	ITEM_TYPE_MATERIAL_LIQUID	167	11	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
312	Sparkling Mucus	Beast Material (Rank 3)	Mysterious mucus that$nsparkles in the light.	0	ITEM_TYPE_MATERIAL_LIQUID	168	12	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
313	Ancient Mucus	Beast Material (Rank 4)	Pure mucus that has never$nbeen processed by humans.	0	ITEM_TYPE_MATERIAL_LIQUID	169	13	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
314	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
315	Flexible Branch	Plant Material (Rank 1)	A pliable twig that can be found$nmost places on the Isle of Seiren.	0	ITEM_TYPE_MATERIAL_WOOD	170	14	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
316	Sturdy Lumber	Plant Material (Rank 2)	Quality lumber that remains glossy$neven after it's chopped.	0	ITEM_TYPE_MATERIAL_WOOD	171	15	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
317	Warm Lumber	Plant Material (Rank 3)	Not literally warm, but from$na tree warm with life.	0	ITEM_TYPE_MATERIAL_WOOD	172	16	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
318	Ancient Lumber	Plant Material (Rank 4)	Durable, ancient lumber from$na tree thought to be extinct.	0	ITEM_TYPE_MATERIAL_WOOD	173	17	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
319	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
320	Small Leaf	Plant Material (Rank 1)	Clenching this fresh leaf$nproduces a drop of water.	0	ITEM_TYPE_MATERIAL_FLOWER	174	20	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
321	Beautiful Flower	Plant Material (Rank 2)	A colorful flower with$nmedicinal properties.	0	ITEM_TYPE_MATERIAL_FLOWER	175	21	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
322	Sparkling Leaf	Plant Material (Rank 3)	A beautiful leaf that$nshimmers in sunlight.	0	ITEM_TYPE_MATERIAL_FLOWER	176	22	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
323	Ancient Flower	Plant Material (Rank 4)	A blooming flower from ancient times.$nConsidered to be a living fossil.	0	ITEM_TYPE_MATERIAL_FLOWER	177	23	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
324	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
325	Strange Mass	Mineral Material (Rank 1)	A unique mineral with both$nviscosity and hardness.	0	ITEM_TYPE_MATERIAL_STONE	178	24	1	0	1	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
326	Iron Ore	Mineral Material (Rank 2)	Quality iron that can be$nforged into pure steel.	0	ITEM_TYPE_MATERIAL_STONE	179	25	2	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
327	Tectite Ore	Mineral Material (Rank 3)	Harder than metal and$nfound underground.	0	ITEM_TYPE_MATERIAL_STONE	180	26	3	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
328	Essence Stone	Mineral Material (Rank 4)	Ore made from Essence.$nRequires skill to process.	0	ITEM_TYPE_MATERIAL_STONE	181	27	4	0	1	0	1	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
329	---		---	0	0	0	0	5	0	0	0	0	it_getsp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
// <衣装>	名前	サブ説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	同時装備判別用番号																																						
330	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
331	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
332	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
333	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
334	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
335	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
336	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
337	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
338	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
339	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
340	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
341	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
342	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
343	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
344	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
345	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
346	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
347	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
348	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
349	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
350	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
351	■DLC衣装		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
