キャラＩＤ	NAME	LV	LV補正	HPMIN	HPMAX	STRMIN	STRMAX	DEFMIN	DEFMAX	EXPMIN	EXPMAX	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
M1200	Hyupper	23	0.45	125	130	85	90	55	60	21	24	1	1	1	300	600	5	0.75	0.2	0.1	0.15	0	0	0	0	0	0.1	1	0.8	0.5	2.2	4	0.75	1	50	0	1	1	1	32	40	120	150	90	90	30000	50	0	100	0	24	0	ICON3D_MT_N1_BONE	800	1	1	ICON3D_MT_N2_BONE	150	ICON3D_MT_R1_PARTS02	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m1200	109000	109000	1	Bone_body1	ENTYPE_INSECT	
M1201	Agiagila	32	0.7	350	350	90	90	65	65	48	48	0.2	0.1	0.75	200	2400	0	1.1	0.12	0.06	0.2	0.1	0.01	0.02	0	0	0.1	1.25	2.5	0.5	6	0	0	2.5	500	1	1.75	1	1	36	48	120	180	120	90	30000	50	0	100	0	24	0	ICON3D_MT_N2_LEATHER	800	5	5	ICON3D_MT_R1_PARTS02	400	ICON3D_MT_R2_PARTS02	400	0	0	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	2	0	0	0	0	0	0	0	0	m1201	109020	109020	0	Bone_upper01	ENTYPE_BEAST	
M1202	Valkyra	55	0.7	230	235	95	100	130	130	42	45	0.8	1	0.7	1000	2500	5	0.95	0.3	0.3	0.25	0	0	0	0	0	0.4	1	2	0.5	4.8	3	0.65	3.5	500	1	3	1	1	36	48	150	180	90	90	90000	50	0	100	0	24	0	ICON3D_MT_N3_BONE	800	2	2	ICON3D_MT_N3_LIQUID	400	ICON3D_MT_R3_PARTS03	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m1202	109020	109020	1	Bone_root	ENTYPE_BEAST	
M1203	Graduna	42	0.45	105	110	75	80	85	90	20	23	1	1	1	300	800	10	1.15	0.3	0.3	0.3	0	0	0	0	0	0.4	1	0.7	0.5	2	4	0.75	0.75	30	0	1	1	1	40	48	135	150	90	90	20000	50	0	100	0	24	0	ICON3D_MT_N2_BONE	800	1	1	ICON3D_MT_N3_BONE	150	ICON3D_MT_R2_PARTS03	50	ICON3D_US_MANGO	100	0	0	0	0	0	0	0	0	0	0	0	0	m1203	109000	109000	1	Bone_head	ENTYPE_INSECT	
																																																																																	
M1300	Prahni-Va	69	0.45	90	95	70	75	35	40	58	62	1	0.6	0.6	50	300	0	0.7	0.05	0.05	0.4	0	0	0	0	0	0.6	1	0.9	0.5	2.4	2	0.75	1	45	0	1	0.95	1.05	32	35	150	165	90	40	5000	50	0	200	0	24	0	ICON3D_US_COCONUT	800	0	1	ICON3D_US_MANGO	50	ICON3D_US_DRAGONFRUIT	10	0	0	ZOKU_WEAK_SLASH	0	0	0	0	0	0	0	0	0	0	0	m1300	109000	109000	1	Bone_root	ENTYPE_BEAST	
M1301	Voh-Adoh	71	0.7	290	295	90	95	50	55	110	115	1	1	1	1500	9000	0	1	0.05	0.1	0.1	0	0	0	0	0	0.2	1	2.8	1	6.8	3.5	1	2.75	500	1	3	0.95	1.05	24	28	170	180	90	30	60000	80	0	300	0	24	0	ICON3D_US_COCONUT_S	800	4	5	ICON3D_US_MANGO_S	400	ICON3D_US_DRAGONFRUIT_S	200	0	0		0	0	0	0	0	0	0	0	0	0	0	m1301	109020	109020	1	Bone_root	ENTYPE_BEAST	
// 暴魚																																																																																	
M1400	Spamaltu	13	0.9	150	155	80	85	85	90	18	21	0.65	0.2	0.4	200	200	0	0.9	0.1	0.15	0.45	0	0	0	0	0	0.2	1	1	0.5	2.6	4	0.75	1	45	0	1	1	1	50	70	120	150	120	90	30000	50	0	150	0	24	0	ICON3D_MT_N1_LIQUID	800	2	2	ICON3D_MT_N2_LIQUID	50	0	0	ICON3D_FD_SEA_SHELLFISH	100	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	7	0	0	0	0	0	0	0	0	m1400	109000	109000	1	Bone_Root	ENTYPE_BEAST	
M1401	Orseapus	24	0.9	180	185	60	65	35	40	22	24	1	0.35	0.6	200	400	0	1	0.075	0.05	0.15	0.1	0.05	0.05	0.1	0.1	0.3	1	0.8	0.5	3.5	4	0.85	1	60	0	1.5	1	1	50	70	120	150	120	90	30000	50	0	200	0	24	0	ICON3D_MT_N1_LIQUID	800	3	3	ICON3D_MT_N2_LIQUID	150	ICON3D_MT_R2_PARTS04	50	ICON3D_FD_SEA_SALT	100	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	6	0	0	0	0	0	0	0	0	m1401	109000	109000	1	Bone_hara	ENTYPE_BEAST	
M1402	Depanglo	33	0.9	175	180	55	60	45	45	21	25	0.5	0.1	0.3	150	300	0	1	0.1	0.1	0.4	0	0	0	0	0	0.1	1	1.25	0.5	3.5	2.5	0.75	1.6	90	0	1.5	1	1	50	70	120	150	120	90	20000	50	0	100	0	24	0	ICON3D_MT_N2_LIQUID	800	3	3	ICON3D_MT_R2_PARTS04	150	ICON3D_US_ADD_EXP_02	50	0	0	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	5	0	0	0	0	0	0	0	0	m1402	109000	109000	1	Bone_root	ENTYPE_BEAST	
M1403	Guaranzel	37	0.9	330	332	90	95	115	118	117	119	0.2	0.5	0.3	1200	6000	0	1	0.15	0.15	0.045	0	0	0	0	0	0.1	1	2	0.5	4.6	4	0.75	4	500	2	5	1	1	50	70	120	180	120	90	50000	25	0	100	0	24	0	ICON3D_MT_N3_BONE	800	4	4	ICON3D_MT_N3_LEATHER	150	ICON3D_MT_N3_STONE	50	ICON3D_FD_MEAT_02	100	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	3	0	0	0	0	0	0	0	0	m1403	109020	109020	1	Bone_root	ENTYPE_BEAST	
M1404	Oreanapushi	44	0.9	225	230	60	65	35	40	24	28	0.5	0.05	0.2	500	1500	0	1.5	0.15	0.1	0.2	0	0	0	0	0	0.1	1	1	0.5	2.6	4	0.75	1	75	0	1.5	1	1	50	70	180	180	120	90	20000	50	0	100	0	24	0	ICON3D_MT_N2_LIQUID	800	3	3	ICON3D_MT_N3_LIQUID	150	ICON3D_MT_N4_LIQUID	50	0	0	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	7	0	0	0	0	0	0	0	0	m1404	109000	109000	1	Null_ALL	ENTYPE_BEAST	
M1405	Specklamander	53	0.9	280	285	95	100	70	75	87	90	1	1	1	800	3200	0	1.2	0.1	0.1	0.11	0	0	0	0	0	0.1	1	2.5	0.5	5.6	4	0.75	3	500	1	2.75	1	1	50	70	120	180	120	90	60000	50	0	100	0	24	0	ICON3D_MT_N3_LEATHER	800	4	4	ICON3D_MT_N4_LEATHER	600	ICON3D_MT_N4_LIQUID	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m1405	109010	109010	1	Bone_root	ENTYPE_BEAST	
M1406	Sidragodi	61	0.9	150	153	80	80	140	145	30	34	0.1	0.4	0.1	1000	3500	0	1.5	0.25	0.1	0.5	0	0	0	0	0	0.3	1	1.7	0.5	4.2	4	0.95	1.5	150	0	2.25	1	1	50	70	120	150	120	90	60000	50	0	100	0	24	0	ICON3D_MT_N4_BONE	800	3	3	ICON3D_MT_R3_PARTS03	50	ICON3D_MT_R4_STONE	10	0	0	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	7	0	0	0	0	0	0	0	0	m1406	109000	109000	1	Bone_hire	ENTYPE_BEAST	
M1407	Blobrovia	70	0.9	400	402	90	95	95	100	94	96	0.5	0.05	0.4	2000	6000	0	1.75	0.05	0.05	0.08	0	0	0	0	0	0.2	1	2.5	0.5	5.6	2.5	0.8	4	500	2	3.5	1	1	50	70	120	150	120	90	60000	50	0	250	0	24	0	ICON3D_MT_R4_PARTS04	800	5	5	ICON3D_MT_R5_FLOWER	50	ICON3D_US_ADD_HP	10		0	ZOKU_WEAK_SLASH	0	ZOKU_WEAKDMG	15	0	0	0	0	0	0	0	0	m1407	109070	109070	1	atari	ENTYPE_BEAST	
M1408	Zokumethus	40	0.975	370	375	80	85	85	90	300	302	1	1	1	2000	9000	0	1.5	0.25	0.1	0.45	0	0	0	0	0	0.3	1	0.85	0.5	2.5	4	0.95	1	500	2	1	1	1	999	999	180	180	120	90	150000	50	0	100	0	24	0	ICON3D_MT_N3_BONE	800	2	2	ICON3D_MT_N4_BONE	150	ICON3D_MT_R4_STONE	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m1408	109100	109100	1	Bone_Root	ENTYPE_UNDEAD	
M1409	Grengan	70	0.9	360	362	115	117	200	205	130	132	0.05	0.3	0.05	5000	15000	0	0.85	0.3	0.3	0.08	0	0	0	0	0	0.45	1	3.3	0.5	7.5	2	0.85	3.2	500	2	4	1	1	24	70	120	150	120	90	300000	50	0	150	0	24	0	ICON3D_US_ADD_STR	800	1	1	ICON3D_US_ADD_DEF	800	ICON3D_US_ADD_HP	800	0	0	ZOKU_WEAK_CRUSH	0	ZOKU_WEAKDMG	1	0	0	0	0	0	0	0	0	m1409	109215	109215	1	Bone_body1	ENTYPE_BEAST	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
//浸食谷																																																																																	
M2100	Staeda	19	0.45	30	35	55	60	70	75	32	37	1	1	1	100	100	2	1	0.1	0.1	0.4	0	0	0	0	0	0.1	1	1.25	0.5	3.1	4	0.75	1.5	40	0	1.75	0.95	1.05	24	28	120	180	90	45	30000	50	0	200	0	24	0	ICON3D_MT_N1_BONE	800	0	1	ICON3D_MT_N1_STONE	50	ICON3D_MT_N2_LIQUID	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m2100	109000	109000	1	Null_All	ENTYPE_INSECT	
M2101	Tyrondor	22	0.7	160	162	75	80	50	55	85	88	0.2	0.2	0.5	800	1200	0	1.5	0.1	0.1	0.15	0.1	0.01	0.02	0	0	0.1	1.25	2.5	0.5	6	0	0	2.5	350	1	1.75	0.95	1.05	24	48	120	180	120	50	30000	50	0	200	0	24	0	ICON3D_MT_N2_LEATHER	800	2	2	ICON3D_MT_R1_PARTS02	50	ICON3D_MT_R2_PARTS02	10	ICON3D_FD_LAND_EGG	100	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	5	0	0	0	0	0	0	0	0	m2101	109020	109020	0	Bone_upper01	ENTYPE_BEAST	
M2102	Bullfrodon	35	0.85	300	305	86	90	70	75	53	55	1	1	1	1600	2400	15	1	0.1	0.1	0.1	0	0	0	0	0	0.1	1	2	0.5	1	0	0	4	500	2	4	1	1	24	48	180	180	300	30	60000	50	0	200	0	24	0	ICON3D_MT_N2_LIQUID	800	5	5	ICON3D_MT_R2_STONE	200	ICON3D_MT_R1_PARTS06	200	ICON3D_FD_MEAT_02	400	0	0	0	0	0	0	0	0	0	0	0	0	m2102	109070	109070	1	Null_ALL	ENTYPE_BEAST	
M2103	Zupig	20	0.45	40	45	60	65	20	25	30	35	0.15	0.15	0.8	5	100	0	1	0.1	0.1	0.15	0.3	0.03	0.06	0	0	0.1	1	1	0.5	2.7	0	0	1.25	10	0	1.25	0.95	1.05	24	28	120	150	90	30	30000	50	0	200	0	24	0	ICON3D_MT_N1_LEATHER	800	0	1	ICON3D_MT_N2_LEATHER	50	ICON3D_MT_R1_PARTS02	10	0	0	ZOKU_WEAK_SHOOT	0	ZOKU_WEAKDMG	15	0	0	0	0	0	0	0	0	m2103	109000	109000	1		ENTYPE_BEAST	
																																																																																	
//ENEMY		レベル	補正力(0～1）	ＨＰ偏差最小	ＨＰ偏差最大	ＳＴＲ偏差最小	ＳＴＲ偏差最大	ＤＥＦ偏差最小	ＤＥＦ偏差最大	ＥＸＰ偏差最小	ＥＸＰ変異最大	斬DMG	打DMG	射DMG	ノックバック許容値	ノックダウン許容値	釣り餌ドロップ確率	最高速度	加速度	減速度	回転速度	Fly最高速度	Fly加速度	Fly減速度	Fly揺れ幅	Fly揺れ速度	WALK_MUL	RUN_MUL	マップあたりSIZE	マップあたり球位置	マップ天井判定高さ	ジャンプ高さ	ジャンプ力	影SIZE	体重	サイズ	状態異常efxスケール	RND_MIN	RND_MAX	反応距離	見失う距離	視野角	死角	見失う時間	行動範囲	STUN耐性	STUN-DEF	STUN値減少通常	STUN値減少STUN	活動開始時刻	活動終了時刻	活動終了時消滅	ITEM	ITEM%	ITEM_MIN	ITEM_MAX	ITEM_RARE	ITEM_RARE%	ITEM_SRARE	ITEM_SRARE%	ITEM_FOOD	ITEM_FOOD%	属性1	属性1値	属性2	属性2値	属性3	属性3値	属性4	属性4値	属性5	属性5値	属性6	属性6値	SAI	死亡EFX	弱点死亡EFX	死亡ジャンプ	死亡EFXノード	種族	
// ボス達（登場順）																																																																																	
B013	Tentacle of the Unknown	4	0	1420	1420	26	26	30	30	0	0	1	1	1	500	2000	0	0	0	0	0.05	0	0	0	0	0	0	0	1	0.5	3.5	0	0	0	500	2	2	1	1	999	999	180	180	999	999	31000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b013	109020	109020	1	Bone_Feeler13	ENTYPE_HUGEMONSTER	
M0111	Byfteriza	5	0	285	285	90	90	90	90	144	144	1	1	1	999999	3000	0	1.25	0.1	0.1	0.2	0	0	0	0	0	0.1	1	3.5	0.5	7.6	0	0	3.5	500	2	2	1	1	999	999	180	180	999	999	60000	80	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m0111	109020	109020	1	ATARI	ENTYPE_HUGEMONSTER	
B150	Avalodragil	7	0	725	725	111	111	100	100	148	148	1	1	1	1000	1000	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	4.5	1	10.1	0	0	3	500	2	2.5	1	1	999	999	180	180	999	999	80000	50	17	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b150	109010	109010	1		ENTYPE_HUGEMONSTER	
B100	Serpentus	13	0	500	500	95	95	15	15	155	155	1	1	1	5000	10000	0	1.75	0.5	0.5	0.1	0.1	0.01	0.02	0	0	0.6	1.2	8.5	0.5	16.6	0	0	5	500	2	5	1	1	999	999	180	180	999	999	110000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b100	109000	109000	1		ENTYPE_HUGEMONSTER	
B100B	Serpentus	73	0	520	520	95	95	30	30	50	50	1	1	1	5000	10000	0	1.75	0.5	0.5	0.1	0.1	0.01	0.02	0	0	0.6	1.2	8.5	0.5	16.6	0	0	5	500	2	5	1	1	999	999	180	180	999	999	110000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b100	109000	109000	1		ENTYPE_HUGEMONSTER	
B000	Clareon	14	0	455	455	56	56	70	70	156	156	1	1	1	1800	2600	0	2	0.2	0.5	0	0	0	0	0	0	1	1	2.3	1	7	0	0	5	500	2	2.5	1	1	999	999	180	180	999	999	150000	50	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b000	109020	109020	0	Bone_Root	ENTYPE_HUGEMONSTER	
B101	Lonbrius	20	0	270	270	20	20	27	27	0	0	1	1	1	1500	999999	0	1	0.1	0.1	0.3	0	0.01	0.02	0	0	0.12	1.25	2.5	0.5	5.6	0	0	0	500	2	2.5	1	1	999	999	180	180	999	999	40000	50	0	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b101	109000	109000	1		ENTYPE_HUGEMONSTER	
B101B	Lonbrigius	20	0	620	620	64	64	42	42	160	160	1	1	1	3600	999999	0	1	0.1	0.1	0.3	0	0.01	0.02	0	0	0.12	1.25	3.5	0.5	7.6	0	0	0	500	2	4	1	1	999	999	180	180	999	999	140000	100	5	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b101b	109000	109000	1		ENTYPE_HUGEMONSTER	
B001	Gargantula	23	0	545	545	85	85	80	80	161	161	1	1	1	1800	2600	0	1.5	0.1	0.1	0.05	0	0.01	0.02	0	0	0.12	1.25	3.5	0.5	7.6	0	0	3	500	2	2.5	1	1	999	999	180	180	999	999	250000	50	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b001	109000	109000	1		ENTYPE_HUGEMONSTER	
B102	Magamandra	26	0	395	395	65	65	130	130	162	162	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0	0	3	0.5	6.6	0	0	5	500	2	3.25	1	1	999	999	180	180	999	999	999999	100	99999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b102	109000	109000	1		ENTYPE_HUGEMONSTER	
B002	Laspisus	28	0	365	365	73	73	110	110	163	163	1	1	1	1800	2600	0	4	0.3	0.3	0.06	0	0.01	0.02	0	0	0.12	1.25	10	1.5	21.6	0	0	5	500	2	6	1	1	999	999	180	180	999	999	300000	50	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b002	109020	109020	1	Null_all	ENTYPE_HUGEMONSTER	
B150B	Avalodragil	29	0	718	718	100	100	100	100	148	148	1	1	1	1000	1000	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	4.5	1	10.1	4	1	3	500	2	2.5	1	1	999	999	180	180	999	999	80000	50	17	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b150b	109010	109010	1		ENTYPE_HUGEMONSTER	
B152	Kiergaard Weissman	29	0	275	275	35	35	150	150	163	163	1	1	1	999999	3200	0	1.8	0.25	0.1	0.35	0	0	0	0	0	0.2	1	0.75	0.5	2.2	0	0	0.5	75	2	1	1	1	999	999	180	180	999	999	100000	100	15	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b152	109000	109000	0		ENTYPE_HUGEMONSTER	
B154	Avalodragil	32	0	718	718	100	100	100	100	164	164	1	1	1	3000	9000	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	4.5	1	10.1	0	0	3	500	2	2.5	1	1	999	999	180	180	999	999	80000	50	17	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b154	109010	109010	1		ENTYPE_HUGEMONSTER	
B154B	Avalodragil	32	0	718	718	100	100	80	80	148	148	1	1	1	1000	1000	0	2	0.3	0.3	0.1	0	0	0	0	0	0.45	1	4.5	1	10.1	4	1	3	500	2	2.5	1	1	999	999	180	180	999	999	80000	50	17	100	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b154b	109010	109010	1		ENTYPE_HUGEMONSTER	
B003	Giasburn	35	0	385	385	28	28	119	119	165	165	1	1	1	999999	999999	0	5	0.1	0.3	0.05	0	0	0	0	0	1	1	10	1.5	21.6	0	0	5	500	2	4	1	1	999	999	180	180	999	999	6300	50	0	220	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b003	109020	109020	1	Null_Spine	ENTYPE_HUGEMONSTER	
B006	Brachion	40	0	570	570	88	88	88	88	166	166	1	1	1	999999	999999	0	1.1	0.25	0.1	0.08	0	0	0	0	0	1	1	4.5	0.75	15	4	1	3	500	2	2	1	1	999	999	180	180	999	999	150000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b006	109000	109000	1		ENTYPE_HUGEMONSTER	
B104	Exmetal	43	0	530	530	112	112	92	92	167	167	1	1	1	999999	10000	0	1.75	0.05	0.1	0.2	0	0.01	0.02	0	0	0.12	1.25	3	1.5	5	0	0	5	500	2	1.75	1	1	999	999	180	180	999	999	150000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b104	109000	109000	1		ENTYPE_HUGEMONSTER	
B004	Carveros	45	0	540	540	80	80	75	75	167	167	1	1	1	999999	999999	0	0	0	0	0	0	0	0	0	0	0	0	5	1.5	5	0	0	5	500	2	2.4	1	1	999	999	180	180	999	999	150000	80	0	500	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b004	109020	109020	1	Bone_Head	ENTYPE_HUGEMONSTER	
B103	Pirate Revenant	48	0	465	465	83	83	97	97	168	168	1	1	1	999999	10000	0	1.25	0.05	0.05	0.075	0	0.01	0.02	0	0	0.12	1.25	3	1.5	10	0	0	5	500	2	1.65	1	1	999	999	180	180	999	999	120000	100	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b103	109000	109000	1		ENTYPE_HUGEMONSTER	
B106	Coelacantos	51	0	415	415	95	95	81	81	168	168	1	1	1	999999	3500	0	2	0.3	0.3	0.04	0	0	0	0	0	1	1	3	2	10	4	1	3	500	2	2	1	1	999	999	180	180	999	999	50000	50	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b106	109020	109020	1	Bone_Upper03	ENTYPE_HUGEMONSTER	
B007	Oceanus	53	0	650	650	72	72	20	20	169	169	1	1	1	999999	999999	0	4	0.3	0.3	0.5	0	0	0	0	0	0.12	1.25	0.5	0.5	1	0	0	5	500	2	12	1	1	999	999	180	180	999	999	70000	50	0	3000	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b007	109020	109020	1	Bone_Head	ENTYPE_HUGEMONSTER	
B105	Doxa Griel	58	0	593	593	85	85	89	89	170	170	1	1	1	999999	9000	0	1.2	0.1	0.3	0.2	0	0.01	0.02	0	0	0.12	1.25	3	0.5	5	3	1	5	500	2	1.8	1	1	999	999	180	180	999	999	90000	100	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b105	109000	109000	1		ENTYPE_UNDEAD	
B005	Basileus	60	0	560	560	105	105	52	52	170	170	1	1	1	999999	999999	0	1.5	0.25	0.1	0.06	0	0	0	0	0	0.3	1	4	1	8	0	0	5	500	2	3	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b005	109000	109000	1		ENTYPE_HUGEMONSTER	
B011	Le-Kyanos	53	0	390	390	33	33	71	71	0	0	1	1	1	999999	999999	0	1.8	0.2	0.1	0.05	0	0	0	0	0	1	1	4	0.5	10	4	0.95	5	500	2	3	1	1	999	999	180	180	999	999	380000	100	0	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b011	109000	109000	1	Bone_upper03	ENTYPE_HUGEMONSTER	
B012	Le-Erythros	61	0	535	535	68	68	40	40	171	171	1	1	1	999999	999999	0	3.2	0.35	0.2	0.075	0	0	0	0	0	1	1	4	0.5	10	4	0.95	5	500	2	3	1	1	999	999	180	180	999	999	110000	70	0	300	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b012	109000	109000	1	Bone_upper03	ENTYPE_HUGEMONSTER	
B112	Psyche-Hydra	67	0	525	525	110	110	50	50	171	171	1	1	1	999999	999999	0	1.5	0.3	0.3	0.04	0	0	0	0	0	0.25	1	4	0.5	8.6	0	0	3	500	2	2.4	1	1	999	999	180	180	999	999	140000	80	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b112	109020	109020	1	AtariSphere3	ENTYPE_HUGEMONSTER	
B110	Psyche-Minos	70	0	710	710	95	95	65	65	171	171	1	1	1	999999	999999	0	1.8	0.3	0.3	0.2	0	0.01	0.02	0	0	0.32	1.25	2	1.5	6.5	0	0	5	500	2	2.2	1	1	999	999	180	180	999	999	160000	75	0	300	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b110	109010	109010	1	Bone_upper02	ENTYPE_HUGEMONSTER	
B111	Psyche-Nestor	73	0	400	400	90	90	97	97	171	171	1	1	1	999999	999999	0	2	0.3	0.3	0.1	0	0	0	0	0	0.25	1	3	0.5	6.6	0	0	2.5	500	2	1.75	1	1	999	999	180	180	999	999	100000	80	0	150	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b111	109020	109020	1	Null_Center	ENTYPE_HUGEMONSTER	
B008	Psyche-Ura	75	0	500	500	85	85	75	75	171	171	1	1	1	999999	999999	0	1.5	0.25	0.2	0.2	0	0	0	0	0	0.3	1	1	0.5	3	4	0.95	2	500	2	1.4	1	1	999	999	180	180	999	999	100000	50	25	200	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b008	109020	109020	1		ENTYPE_HUGEMONSTER	
B008BIT	Zion	75	0	130	130	35	35	70	70	0	0	1	1	1	999999	999999	0	1.5	0.25	0.2	0.2	0	0	0	0	0	0.3	1	0.5	0.5	3	0	0	0	500	2	1	1	1	999	999	180	180	999	999	999999	100	999999	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b008bit	109020	109020	1		ENTYPE_HUGEMONSTER	
